[progress] browser launching WebGPU harness...
[progress] browser resolved modelUrl=/models/local/gemma-3-1b-it
[browser:error] Failed to load resource: the server responded with a status of 404 (Not Found)
[browser:log] [217.0ms][OPFSCache] Cache hit: "gemma-3-1b-it"
[browser:log] [GPU] apple metal-3, f16/subgroups, 4.0GB
[browser:log] [229.9ms][Config] Using manifest-first config (source of truth)
[browser:log] [230.6ms][Pipeline] KernelPath: gemma3-f16-f16a (15 decode steps, 10 kernels, source=config)
[browser:log] [230.7ms][Pipeline] 26L/1152H/4heads (256dim), kernelPath=gemma3-f16-f16a
[browser:log] [230.9ms][Tokenizer] Loading bundled tokenizer from tokenizer.json
[browser:log] [373.2ms][Tokenizer] HuggingFace model.type="BPE", using type="bpe"
[browser:log] [598.1ms][Tokenizer] Loaded HuggingFace 262145 tokens (bpe), 9 special patterns, 514906 merges
[browser:log] [598.1ms][Pipeline] Tokenizer vocabSize=262145 differs from model=262144, using model size
[browser:log] [598.8ms][Loader] Initializing...
[browser:log] [631.1ms][HeapManager] Allocated segment 0: 1024MB
[browser:log] [631.2ms][HeapManager] Segmented heap: 1GB per segment
[browser:log] [631.3ms][HeapManager] Initialized with strategy: SEGMENTED
[browser:log] [631.4ms][Loader] Initialized (f16, subgroups, unified)
[browser:log] [631.6ms][Loader] Loading: gemma-3-1b-it
[browser:log] [631.9ms][Loader] [0.0s] Memory (start): | Heap=2.05 GB/2.05 GB (limit=4.00 GB) | GPU=0 B (0 active, 0 pooled, peak=0 B) | ShardCache=0 B (0 shards) | Layers=0, GPUBuffers=0
[browser:log] [2517.9ms][Loader] Embeddings tensor loaded: name=model.embed_tokens.weight, hasShape=true, shape=[262144,1152], isWeightBuffer=true
[browser:log] [2518.1ms][Loader] Layers: 0-25
[browser:log] [3402.8ms][Loader] Layers: 26 complete (0.88s)
[browser:warning] [3407.6ms][Loader] [FinalNorm] Falling back to role-only final norm selection because tensor groups are missing in manifest.
[browser:log] [3408.8ms][Loader] Complete: 0 B in 1.29s (0 B/s)
[browser:log] [3409.0ms][Loader] [2.8s] Memory (complete): | Heap=1.14 GB/1.14 GB (limit=4.00 GB) | GPU=2.04 GB (340 active, 0 pooled, peak=2.04 GB) | ShardCache=0 B (0 shards) | Layers=26, GPUBuffers=340
[browser:log] [3568.4ms][Pipeline] Model loaded successfully
[browser:warning] [3569.6ms][CommandRecorder] maxQuerySetSize unavailable; using fallback 4096
[browser:log] [3581.4ms][KernelSelect] matmul variant=f16 reason=path_override_adaptive_fallback
[browser:log] [3585.3ms][KernelSelect] attention variant=prefill_streaming_f16 reason=path_override:streaming
[browser:warning] [3718.7ms][Profile] Prefill (prefill):
[browser:warning] [3719.0ms][Profile] GPU Profile Report
──────────────────────────────────────────────────
Kernel                      Time (ms)       %
matmul:q_proj:L20                0.12     0.0
matmul:q_proj:L21                0.12     0.0
matmul:q_proj:L18                0.12     0.0
matmul:q_proj:L5                 0.12     0.0
matmul:q_proj:L23                0.12     0.0
matmul:q_proj:L2                 0.12     0.0
matmul:q_proj:L8                 0.12     0.0
matmul:q_proj:L12                0.12     0.0
matmul:q_proj:L6                 0.12     0.0
matmul:q_proj:L3                 0.12     0.0
matmul:q_proj:L7                 0.12     0.0
matmul:q_proj:L24                0.12     0.0
matmul:q_proj:L13                0.12     0.0
matmul:q_proj:L14                0.12     0.0
sample_phase1                    0.09     0.0
matmul:k_proj:L0                 0.06     0.0
sample_phase3                    0.06     0.0
matmul:v_proj:L0                 0.06     0.0
matmul:v_proj:L11                0.06     0.0
matmul:v_proj:L25                0.06     0.0
matmul:k_proj:L11                0.06     0.0
matmul:k_proj:L25                0.06     0.0
matmul:k_proj:L1                 0.05     0.0
matmul:v_proj:L1                 0.05     0.0
matmul:k_proj:L3                 0.05     0.0
matmul:k_proj:L9                 0.05     0.0
matmul:k_proj:L8                 0.05     0.0
matmul:k_proj:L16                0.05     0.0
matmul:v_proj:L6                 0.05     0.0
matmul:k_proj:L21                0.05     0.0
matmul:k_proj:L10                0.04     0.0
matmul:v_proj:L16                0.04     0.0
matmul:k_proj:L15                0.04     0.0
matmul:k_proj:L4                 0.04     0.0
matmul:k_proj:L7                 0.04     0.0
matmul:k_proj:L22                0.04     0.0
matmul:k_proj:L12                0.04     0.0
matmul:k_proj:L2                 0.04     0.0
matmul:v_proj:L20                0.04     0.0
matmul:k_proj:L17                0.04     0.0
matmul:k_proj:L20                0.04     0.0
matmul:k_proj:L19                0.04     0.0
matmul:v_proj:L12                0.04     0.0
matmul:k_proj:L13                0.04     0.0
matmul:k_proj:L18                0.04     0.0
matmul:k_proj:L24                0.04     0.0
matmul:k_proj:L5                 0.04     0.0
matmul:k_proj:L6                 0.04     0.0
matmul:v_proj:L4                 0.04     0.0
matmul:k_proj:L23                0.04     0.0
matmul:v_proj:L7                 0.04     0.0
matmul:v_proj:L3                 0.04     0.0
matmul:v_proj:L2                 0.04     0.0
matmul:v_proj:L21                0.04     0.0
matmul:v_proj:L15                0.04     0.0
matmul:v_proj:L10                0.04     0.0
matmul:v_proj:L13                0.04     0.0
matmul:v_proj:L5                 0.04     0.0
matmul:v_proj:L18                0.04     0.0
matmul:v_proj:L22                0.04     0.0
matmul:v_proj:L9                 0.04     0.0
matmul:v_proj:L14                0.04     0.0
matmul:v_proj:L24                0.04     0.0
matmul:v_proj:L19                0.04     0.0
matmul:v_proj:L17                0.04     0.0
matmul:k_proj:L14                0.04     0.0
matmul:v_proj:L8                 0.04     0.0
matmul:v_proj:L23                0.04     0.0
gather                           0.03     0.0
scale                            0.02     0.0
──────────────────────────────────────────────────
TOTAL                          712.72   100.0

[browser:warning] [34963.3ms][Profile] Batch decode (N=4):
[browser:warning] [34963.4ms][Profile] GPU Profile Report
──────────────────────────────────────────────────
Kernel                      Time (ms)       %
──────────────────────────────────────────────────
attention                      383.18    53.7
fused_ffn                       39.76     5.6
matmul:lm_head                  30.32     4.3
matmul_rmsnorm_fused:L23.ffn_down       10.38     1.5
matmul_rmsnorm_fused:L11.ffn_down       10.36     1.5
matmul_rmsnorm_fused:L15.ffn_down       10.26     1.4
matmul_rmsnorm_fused:L21.ffn_down       10.24     1.4
matmul_rmsnorm_fused:L18.ffn_down       10.12     1.4
matmul_rmsnorm_fused:L20.ffn_down       10.10     1.4
matmul_rmsnorm_fused:L25.ffn_down       10.00     1.4
matmul_rmsnorm_fused:L6.ffn_down        9.72     1.4
matmul_rmsnorm_fused:L5.ffn_down        9.64     1.4
matmul_rmsnorm_fused:L3.ffn_down        9.45     1.3
matmul_rmsnorm_fused:L2.ffn_down        9.37     1.3
matmul_rmsnorm_fused:L10.ffn_down        9.24     1.3
matmul_rmsnorm_fused:L0.ffn_down        9.19     1.3
matmul_rmsnorm_fused:L13.ffn_down        9.18     1.3
matmul_rmsnorm_fused:L17.ffn_down        9.15     1.3
matmul_rmsnorm_fused:L16.ffn_down        9.01     1.3
matmul_rmsnorm_fused:L12.ffn_down        8.97     1.3
matmul_rmsnorm_fused:L22.ffn_down        8.97     1.3
matmul_rmsnorm_fused:L9.ffn_down        8.80     1.2
matmul_rmsnorm_fused:L14.ffn_down        8.68     1.2
matmul_rmsnorm_fused:L19.ffn_down        8.68     1.2
matmul_rmsnorm_fused:L1.ffn_down        8.67     1.2
matmul_rmsnorm_fused:L7.ffn_down        8.64     1.2
matmul_rmsnorm_fused:L8.ffn_down        8.64     1.2
matmul_rmsnorm_fused:L24.ffn_down        8.64     1.2
matmul_rmsnorm_fused:L4.ffn_down        8.61     1.2
rmsnorm                          3.60     0.5
sample_phase2                    3.28     0.5
rope                             0.64     0.1
matmul:o_proj:L0                 0.19     0.0
matmul:o_proj:L3                 0.19     0.0
matmul:o_proj:L25                0.18     0.0
matmul:o_proj:L20                0.17     0.0
matmul:o_proj:L13                0.16     0.0
matmul:o_proj:L12                0.16     0.0
matmul:o_proj:L2                 0.16     0.0
matmul:o_proj:L5                 0.16     0.0
matmul:o_proj:L6                 0.16     0.0
matmul:o_proj:L10                0.16     0.0
matmul:o_proj:L21                0.16     0.0
matmul:o_proj:L22                0.16     0.0
matmul:o_proj:L11                0.15     0.0
matmul:o_proj:L15                0.15     0.0
matmul:o_proj:L16                0.15     0.0
matmul:o_proj:L9                 0.15     0.0
matmul:q_proj:L18                0.15     0.0
matmul:o_proj:L23                0.14     0.0
matmul:o_proj:L17                0.14     0.0
matmul:o_proj:L18                0.14     0.0
matmul:o_proj:L8                 0.14     0.0
matmul:q_proj:L22                0.14     0.0
matmul:o_proj:L1                 0.14     0.0
matmul:o_proj:L7                 0.14     0.0
matmul:q_proj:L0                 0.14     0.0
matmul:o_proj:L24                0.14     0.0
matmul:q_proj:L16                0.13     0.0
matmul:o_proj:L19                0.13     0.0
matmul:q_proj:L9                 0.13     0.0
matmul:o_proj:L4                 0.13     0.0
matmul:q_proj:L13                0.13     0.0
matmul:q_proj:L11                0.13     0.0
matmul:q_proj:L21                0.13     0.0
matmul:q_proj:L12                0.13     0.0
matmul:q_proj:L6                 0.12     0.0
matmul:q_proj:L25                0.12     0.0
matmul:q_proj:L20                0.12     0.0
matmul:o_proj:L14                0.12     0.0
matmul:q_proj:L8                 0.12     0.0
matmul:q_proj:L1                 0.12     0.0
matmul:q_proj:L7                 0.12     0.0
matmul:q_proj:L24                0.12     0.0
matmul:q_proj:L15                0.12     0.0
matmul:q_proj:L3                 0.12     0.0
matmul:q_proj:L2                 0.12     0.0
matmul:q_proj:L23                0.12     0.0
matmul:q_proj:L10                0.12     0.0
matmul:q_proj:L17                0.12     0.0
matmul:q_proj:L5                 0.12     0.0
matmul:q_proj:L4                 0.12     0.0
matmul:q_proj:L19                0.12     0.0
matmul:q_proj:L14                0.12     0.0
sample_phase1                    0.08     0.0
sample_phase3                    0.06     0.0
matmul:k_proj:L22                0.05     0.0
matmul:v_proj:L22                0.05     0.0
matmul:k_proj:L18                0.05     0.0
matmul:v_proj:L12                0.05     0.0
matmul:v_proj:L18                0.05     0.0
matmul:k_proj:L0                 0.05     0.0
matmul:k_proj:L14                0.05     0.0
matmul:k_proj:L13                0.05     0.0
matmul:k_proj:L12                0.05     0.0
matmul:k_proj:L25                0.05     0.0
matmul:v_proj:L0                 0.05     0.0
matmul:k_proj:L10                0.05     0.0
matmul:k_proj:L1                 0.05     0.0
matmul:k_proj:L21                0.04     0.0
matmul:k_proj:L15                0.04     0.0
matmul:k_proj:L11                0.04     0.0
matmul:k_proj:L9                 0.04     0.0
matmul:k_proj:L4                 0.04     0.0
matmul:k_proj:L6                 0.04     0.0
matmul:k_proj:L16                0.04     0.0
matmul:k_proj:L2                 0.04     0.0
matmul:k_proj:L3                 0.04     0.0
matmul:v_proj:L21                0.04     0.0
matmul:k_proj:L17                0.04     0.0
matmul:k_proj:L7                 0.04     0.0
matmul:k_proj:L23                0.04     0.0
matmul:v_proj:L9                 0.04     0.0
matmul:v_proj:L11                0.04     0.0
matmul:v_proj:L16                0.04     0.0
matmul:v_proj:L13                0.04     0.0
matmul:k_proj:L8                 0.04     0.0
matmul:v_proj:L25                0.04     0.0
matmul:v_proj:L24                0.04     0.0
matmul:v_proj:L10                0.04     0.0
matmul:v_proj:L7                 0.04     0.0
matmul:v_proj:L15                0.04     0.0
matmul:k_proj:L20                0.04     0.0
matmul:v_proj:L6                 0.04     0.0
matmul:v_proj:L3                 0.04     0.0
matmul:v_proj:L20                0.04     0.0
matmul:k_proj:L5                 0.04     0.0
matmul:v_proj:L14                0.04     0.0
matmul:v_proj:L4                 0.04     0.0
matmul:v_proj:L23                0.04     0.0
matmul:v_proj:L17                0.04     0.0
matmul:k_proj:L24                0.04     0.0
matmul:k_proj:L19                0.04     0.0
matmul:v_proj:L1                 0.04     0.0
matmul:v_proj:L5                 0.04     0.0
matmul:v_proj:L8                 0.04     0.0
matmul:v_proj:L2                 0.04     0.0
matmul:v_proj:L19                0.04     0.0
gather                           0.01     0.0
scale                            0.01     0.0
──────────────────────────────────────────────────
TOTAL                          713.17   100.0

[browser:warning] [35724.9ms][Profile] Batch decode (N=4):
[browser:warning] [35725.1ms][Profile] GPU Profile Report
──────────────────────────────────────────────────
Kernel                      Time (ms)       %
──────────────────────────────────────────────────
attention                      392.39    55.0
fused_ffn                       39.19     5.5
matmul:lm_head                  30.87     4.3
matmul_rmsnorm_fused:L18.ffn_down       10.31     1.4
matmul_rmsnorm_fused:L11.ffn_down       10.26     1.4
matmul_rmsnorm_fused:L21.ffn_down        9.87     1.4
matmul_rmsnorm_fused:L8.ffn_down        9.70     1.4
matmul_rmsnorm_fused:L22.ffn_down        9.53     1.3
matmul_rmsnorm_fused:L17.ffn_down        9.46     1.3
matmul_rmsnorm_fused:L23.ffn_down        9.14     1.3
matmul_rmsnorm_fused:L2.ffn_down        9.06     1.3
matmul_rmsnorm_fused:L9.ffn_down        9.02     1.3
matmul_rmsnorm_fused:L16.ffn_down        8.99     1.3
matmul_rmsnorm_fused:L24.ffn_down        8.95     1.3
matmul_rmsnorm_fused:L6.ffn_down        8.90     1.2
matmul_rmsnorm_fused:L3.ffn_down        8.87     1.2
matmul_rmsnorm_fused:L19.ffn_down        8.86     1.2
matmul_rmsnorm_fused:L14.ffn_down        8.82     1.2
matmul_rmsnorm_fused:L15.ffn_down        8.76     1.2
matmul_rmsnorm_fused:L12.ffn_down        8.73     1.2
matmul_rmsnorm_fused:L1.ffn_down        8.69     1.2
matmul_rmsnorm_fused:L7.ffn_down        8.66     1.2
matmul_rmsnorm_fused:L5.ffn_down        8.64     1.2
matmul_rmsnorm_fused:L25.ffn_down        8.64     1.2
matmul_rmsnorm_fused:L10.ffn_down        8.63     1.2
matmul_rmsnorm_fused:L0.ffn_down        8.63     1.2
matmul_rmsnorm_fused:L4.ffn_down        8.63     1.2
matmul_rmsnorm_fused:L20.ffn_down        8.62     1.2
matmul_rmsnorm_fused:L13.ffn_down        8.62     1.2
sample_phase2                    3.27     0.5
rmsnorm                          3.05     0.4
rope                             0.70     0.1
matmul:q_proj:L0                 0.17     0.0
matmul:o_proj:L23                0.16     0.0
matmul:o_proj:L22                0.16     0.0
matmul:o_proj:L17                0.16     0.0
matmul:o_proj:L21                0.15     0.0
matmul:o_proj:L3                 0.15     0.0
matmul:o_proj:L12                0.15     0.0
matmul:o_proj:L14                0.15     0.0
matmul:o_proj:L8                 0.14     0.0
matmul:o_proj:L18                0.14     0.0
matmul:o_proj:L6                 0.14     0.0
matmul:o_proj:L19                0.14     0.0
matmul:o_proj:L16                0.14     0.0
matmul:q_proj:L16                0.14     0.0
matmul:o_proj:L24                0.14     0.0
matmul:q_proj:L12                0.14     0.0
matmul:o_proj:L7                 0.14     0.0
matmul:o_proj:L2                 0.14     0.0
matmul:o_proj:L9                 0.14     0.0
matmul:o_proj:L0                 0.14     0.0
matmul:q_proj:L15                0.14     0.0
matmul:o_proj:L15                0.14     0.0
matmul:q_proj:L4                 0.13     0.0
matmul:o_proj:L13                0.13     0.0
matmul:q_proj:L3                 0.13     0.0
matmul:o_proj:L11                0.13     0.0
matmul:o_proj:L1                 0.13     0.0
matmul:q_proj:L19                0.13     0.0
matmul:q_proj:L9                 0.13     0.0
matmul:q_proj:L2                 0.13     0.0
matmul:o_proj:L25                0.13     0.0
matmul:q_proj:L6                 0.13     0.0
matmul:q_proj:L8                 0.12     0.0
matmul:q_proj:L22                0.12     0.0
matmul:o_proj:L4                 0.12     0.0
matmul:o_proj:L5                 0.12     0.0
matmul:q_proj:L1                 0.12     0.0
matmul:o_proj:L10                0.12     0.0
matmul:q_proj:L7                 0.12     0.0
matmul:q_proj:L23                0.12     0.0
matmul:q_proj:L13                0.12     0.0
matmul:q_proj:L10                0.12     0.0
matmul:q_proj:L18                0.12     0.0
matmul:q_proj:L14                0.12     0.0
matmul:o_proj:L20                0.12     0.0
matmul:q_proj:L25                0.12     0.0
matmul:q_proj:L11                0.12     0.0
matmul:q_proj:L21                0.12     0.0
matmul:q_proj:L5                 0.12     0.0
matmul:q_proj:L17                0.12     0.0
matmul:q_proj:L24                0.12     0.0
matmul:q_proj:L20                0.12     0.0
sample_phase1                    0.08     0.0
matmul:k_proj:L0                 0.06     0.0
matmul:v_proj:L0                 0.06     0.0
sample_phase3                    0.06     0.0
matmul:k_proj:L4                 0.06     0.0
matmul:v_proj:L4                 0.05     0.0
matmul:k_proj:L12                0.05     0.0
matmul:v_proj:L12                0.05     0.0
matmul:k_proj:L3                 0.05     0.0
matmul:k_proj:L16                0.05     0.0
matmul:k_proj:L15                0.05     0.0
matmul:v_proj:L3                 0.05     0.0
matmul:v_proj:L16                0.05     0.0
matmul:k_proj:L7                 0.05     0.0
matmul:k_proj:L13                0.04     0.0
matmul:k_proj:L25                0.04     0.0
matmul:k_proj:L23                0.04     0.0
matmul:k_proj:L19                0.04     0.0
matmul:k_proj:L2                 0.04     0.0
matmul:v_proj:L15                0.04     0.0
matmul:k_proj:L1                 0.04     0.0
matmul:k_proj:L9                 0.04     0.0
matmul:k_proj:L11                0.04     0.0
